student_id,gender,age,attendance,study_hours,assignment_score,internal_marks,previous_marks,backlogs,extracurricular,final_result
HIS1722,Male,20,91,7.1,96,89,98,0,Yes,Excellent
HIS1723,Female,23,89,5.8,98,96,97,0,No,Excellent
HIS1724,Female,17,81,5.7,78,72,88,0,Yes,Excellent
HIS1725,Male,18,53,1.7,45,55,47,3,No,At Risk
HIS1726,Male,18,49,0.6,32,43,43,2,No,At Risk
HIS1727,Male,18,76,4.0,58,65,60,1,Yes,Good
HIS1728,Female,19,61,2.7,58,55,69,1,No,Average
HIS1729,Female,20,59,2.2,51,54,58,3,No,Poor
HIS1730,Male,17,82,4.5,73,74,90,1,No,Good
HIS1731,Male,17,86,7.3,88,86,86,0,No,Excellent
HIS1732,Male,21,62,1.6,42,55,45,2,Yes,Poor
HIS1733,Male,18,96,6.3,89,85,83,0,Yes,Excellent
HIS1734,Male,17,31,1.1,33,37,31,5,Yes,At Risk
HIS1735,Male,22,71,4.9,63,70,59,0,No,Good
HIS1736,Female,21,75,4.0,83,75,76,1,No,Good
HIS1737,Male,21,75,2.1,58,72,50,1,Yes,Average
HIS1738,Male,19,55,2.6,54,48,53,2,No,Poor
HIS1739,Female,20,32,1.3,34,45,30,2,Yes,At Risk
HIS1740,Male,20,53,1.6,50,60,58,1,Yes,Poor
HIS1741,Male,21,45,1.5,33,38,31,2,No,At Risk
HIS1742,Male,19,32,1.7,48,50,38,2,No,At Risk
HIS1743,Female,22,76,4.5,89,86,66,1,No,Good
HIS1744,Female,17,77,4.4,88,84,86,0,No,Excellent
HIS1745,Female,21,62,2.9,44,46,55,2,Yes,Poor
HIS1746,Female,21,67,2.7,60,65,63,0,Yes,Average
HIS1747,Male,17,33,2.0,44,30,32,4,Yes,At Risk
HIS1748,Male,23,89,4.1,84,87,70,0,Yes,Excellent
HIS1749,Female,18,75,5.3,90,78,68,0,Yes,Excellent
HIS1750,Female,19,87,7.9,85,94,96,0,Yes,Excellent
HIS1751,Female,21,77,2.4,58,69,61,2,Yes,Average
HIS1752,Male,20,74,4.8,72,60,51,0,No,Good
HIS1753,Female,17,60,1.9,42,45,46,2,Yes,At Risk
HIS1754,Female,21,90,6.5,100,93,85,0,Yes,Excellent
HIS1755,Male,23,51,1.5,58,51,47,3,Yes,At Risk
HIS1756,Female,22,43,0.7,43,31,45,3,Yes,At Risk
HIS1757,Female,22,47,0.8,42,41,33,5,No,At Risk
HIS1758,Female,17,98,7.1,94,97,92,0,No,Excellent
HIS1759,Female,17,74,3.5,59,57,64,0,Yes,Good
HIS1760,Male,17,54,1.3,51,58,47,3,No,At Risk
HIS1761,Male,20,48,1.9,37,38,47,5,Yes,At Risk
HIS1762,Male,17,83,4.8,74,86,79,0,No,Good
HIS1763,Male,23,62,2.6,58,73,74,2,Yes,Average
HIS1764,Male,18,88,4.2,76,85,88,1,Yes,Good
HIS1765,Female,23,93,6.0,88,97,90,0,Yes,Excellent
HIS1766,Male,23,75,2.4,58,74,53,1,No,Average
HIS1767,Male,23,84,4.5,88,83,77,0,No,Excellent
HIS1768,Female,23,34,1.6,49,47,48,2,Yes,At Risk
HIS1769,Female,21,34,0.6,32,44,38,5,Yes,At Risk
HIS1770,Female,19,87,5.3,78,87,78,0,No,Excellent
HIS1771,Male,17,42,1.4,32,40,40,4,No,At Risk
HIS1772,Male,19,89,7.2,90,86,95,0,Yes,Excellent
HIS1773,Female,18,87,6.4,98,86,87,0,Yes,Excellent
HIS1774,Female,17,54,1.2,58,48,50,2,Yes,At Risk
HIS1775,Female,20,85,6.8,94,89,89,0,Yes,Excellent
HIS1776,Male,19,58,2.6,57,59,53,2,No,Poor
HIS1777,Female,21,58,1.3,49,50,53,2,No,Poor
HIS1778,Male,18,99,7.3,94,95,87,0,Yes,Excellent
HIS1779,Female,17,68,4.4,67,59,70,0,No,Good
HIS1780,Male,17,97,6.9,96,92,81,0,No,Excellent
HIS1781,Male,23,79,4.6,84,83,80,1,No,Good
HIS1782,Male,19,79,2.2,55,58,52,0,No,Average
HIS1783,Male,17,38,1.3,46,50,42,2,Yes,At Risk
HIS1784,Female,20,62,2.0,55,57,44,1,Yes,Poor
HIS1785,Male,18,93,6.3,98,93,85,0,Yes,Excellent
HIS1786,Female,23,91,6.6,92,100,90,0,No,Excellent
HIS1787,Male,19,31,1.2,41,50,35,4,No,At Risk
HIS1788,Male,17,78,5.3,77,86,75,1,No,Good
HIS1789,Male,23,58,1.6,51,49,60,2,No,At Risk
HIS1790,Male,20,88,5.4,91,89,94,0,No,Excellent
HIS1791,Male,17,62,2.5,47,49,60,3,Yes,Poor
HIS1792,Female,18,87,5.4,72,85,76,0,Yes,Excellent
HIS1793,Male,19,93,6.0,91,86,92,0,No,Excellent
HIS1794,Male,22,37,1.0,37,39,30,2,Yes,At Risk
HIS1795,Female,19,64,1.9,49,56,42,2,No,At Risk
HIS1796,Female,21,71,2.8,68,56,67,0,No,Average
HIS1797,Male,18,36,1.2,47,33,30,4,Yes,At Risk
HIS1798,Male,23,44,1.9,46,38,47,5,No,At Risk
HIS1799,Female,23,31,1.0,40,45,48,3,No,At Risk
HIS1800,Male,19,54,1.5,47,41,42,3,No,At Risk
HIS1801,Male,18,81,5.7,90,77,83,1,Yes,Excellent
HIS1802,Male,21,55,0.7,33,50,47,5,Yes,At Risk
HIS1803,Male,17,80,5.0,86,71,87,0,Yes,Excellent
HIS1804,Female,20,85,5.6,90,85,80,0,No,Excellent
HIS1805,Male,19,86,7.7,100,97,83,0,Yes,Excellent
HIS1806,Male,21,52,1.6,47,57,49,2,Yes,Poor
HIS1807,Female,20,54,0.6,45,38,43,3,Yes,At Risk
HIS1808,Female,18,40,1.7,33,31,30,3,Yes,At Risk
HIS1809,Female,17,96,7.5,93,95,98,0,No,Excellent
HIS1810,Female,19,98,6.3,97,98,88,0,Yes,Excellent
HIS1811,Female,21,62,4.1,62,64,50,1,No,Average
HIS1812,Male,20,38,1.7,45,31,46,2,No,At Risk
HIS1813,Female,21,56,1.6,44,52,57,3,No,At Risk
HIS1814,Female,23,50,2.1,57,53,57,3,Yes,Poor
HIS1815,Male,21,32,1.0,41,48,43,3,No,At Risk
HIS1816,Female,22,62,1.0,59,47,44,1,Yes,Poor
HIS1817,Male,19,74,4.5,75,71,68,2,Yes,Good
HIS1818,Female,17,85,7.3,96,89,82,0,No,Excellent
HIS1819,Male,23,65,1.9,42,44,55,2,No,Poor
HIS1820,Female,18,88,6.6,89,93,82,0,Yes,Excellent
HIS1821,Female,22,79,5.2,85,80,81,0,No,Excellent
HIS1822,Female,23,68,4.7,58,72,61,2,No,Average
HIS1823,Female,23,95,6.3,89,85,98,0,Yes,Excellent
HIS1824,Female,19,85,7.8,86,87,100,0,Yes,Excellent
HIS1825,Female,22,99,5.5,89,93,95,0,Yes,Excellent
HIS1826,Female,22,60,2.2,70,71,70,2,Yes,Poor
HIS1827,Female,17,57,1.2,53,42,52,3,No,At Risk
HIS1828,Male,23,96,7.8,86,87,83,0,Yes,Excellent
HIS1829,Female,18,53,3.0,42,50,45,2,Yes,At Risk
HIS1830,Female,21,51,2.6,44,46,41,1,No,Poor
HIS1831,Female,21,60,2.0,70,63,72,2,Yes,Average
HIS1832,Male,23,69,2.7,75,59,75,2,No,Average
HIS1833,Male,20,61,1.3,48,48,55,1,No,Poor
HIS1834,Female,17,84,5.6,72,76,89,0,Yes,Excellent
HIS1835,Female,18,86,5.5,89,82,72,0,Yes,Excellent
HIS1836,Female,21,74,2.8,62,65,54,1,Yes,Average
HIS1837,Female,21,51,2.5,54,46,58,3,Yes,At Risk
HIS1838,Male,21,36,1.3,35,40,37,5,No,At Risk
HIS1839,Female,21,95,6.0,99,99,88,0,No,Excellent
HIS1840,Male,21,71,2.2,67,60,56,2,Yes,Poor
HIS1841,Male,18,70,2.3,70,75,72,1,Yes,Average
HIS1842,Female,22,87,8.0,99,97,83,0,Yes,Excellent
HIS1843,Female,18,62,1.1,45,45,60,1,No,Poor
HIS1844,Female,19,68,4.1,57,60,50,0,Yes,Average
HIS1845,Female,17,41,1.8,31,30,35,5,Yes,At Risk
HIS1846,Female,17,66,4.6,60,66,75,2,No,Average
HIS1847,Female,21,59,1.1,55,43,54,3,Yes,At Risk
HIS1848,Male,17,31,1.9,48,41,50,2,Yes,At Risk
HIS1849,Female,19,97,5.9,91,94,80,0,Yes,Excellent
HIS1850,Female,22,76,5.8,83,71,81,1,Yes,Good
HIS1851,Male,19,33,1.9,50,40,49,3,No,At Risk
HIS1852,Female,21,40,0.7,41,42,32,2,Yes,At Risk
HIS1853,Female,22,30,1.5,42,48,43,2,Yes,At Risk
HIS1854,Male,21,65,1.5,47,55,56,2,Yes,Poor
HIS1855,Female,20,69,3.7,66,62,50,0,No,Good
HIS1856,Female,18,85,4.7,76,75,85,1,Yes,Good
HIS1857,Female,18,60,1.5,52,45,49,1,No,Poor
HIS1858,Male,17,31,1.4,48,34,37,3,No,At Risk
HIS1859,Female,21,86,6.7,98,86,91,0,Yes,Excellent
HIS1860,Male,21,67,2.0,58,57,62,1,No,Poor
HIS1861,Male,17,94,7.7,95,99,90,0,No,Excellent
HIS1862,Male,23,88,4.6,82,71,72,0,No,Excellent
HIS1863,Male,22,89,6.4,96,90,82,0,No,Excellent
HIS1864,Male,18,34,0.5,44,33,32,4,Yes,At Risk
HIS1865,Male,21,88,5.4,75,73,85,0,Yes,Excellent
HIS1866,Female,18,45,1.6,41,48,33,5,Yes,At Risk
HIS1867,Male,22,41,1.0,47,32,48,4,No,At Risk
HIS1868,Male,17,97,6.7,86,86,90,0,No,Excellent
HIS1869,Female,19,42,1.4,34,46,48,5,Yes,At Risk
HIS1870,Male,17,61,4.0,71,59,55,2,No,Average
HIS1871,Male,17,81,5.2,87,74,85,0,Yes,Excellent
HIS1872,Male,17,62,2.8,70,63,70,0,Yes,Average
HIS1873,Male,22,61,2.2,46,40,44,3,Yes,At Risk
HIS1874,Female,23,76,4.6,74,77,69,0,No,Good
HIS1875,Female,17,78,4.5,76,71,89,0,Yes,Excellent
HIS1876,Female,20,58,1.8,40,41,51,3,Yes,At Risk
HIS1877,Male,22,72,4.7,58,74,67,0,Yes,Good
HIS1878,Male,17,77,4.8,72,85,74,1,Yes,Good
HIS1879,Male,21,93,5.7,93,87,99,0,No,Excellent
HIS1880,Female,23,91,7.8,98,100,80,0,No,Excellent
HIS1881,Male,21,62,1.9,41,52,47,3,No,At Risk
HIS1882,Male,20,55,1.1,41,31,39,4,No,At Risk
HIS1883,Female,19,62,3.0,49,59,46,3,Yes,Poor
HIS1884,Female,18,94,6.9,97,90,94,0,Yes,Excellent
HIS1885,Female,19,53,1.2,44,48,46,2,Yes,At Risk
HIS1886,Female,18,78,5.4,86,90,66,1,Yes,Excellent
HIS1887,Male,21,84,5.8,72,89,83,1,No,Excellent
HIS1888,Male,18,67,4.7,64,69,55,1,Yes,Good
HIS1889,Female,20,83,5.9,71,77,67,0,No,Excellent
HIS1890,Female,23,96,7.9,93,96,94,0,No,Excellent
HIS1891,Female,19,62,2.2,48,60,50,1,No,Poor
HIS1892,Male,19,45,2.0,38,42,42,5,Yes,At Risk
HIS1893,Female,21,77,4.4,79,81,65,0,No,Excellent
HIS1894,Female,23,95,5.6,97,89,90,0,No,Excellent
HIS1895,Female,23,55,1.2,47,40,54,2,Yes,At Risk
HIS1896,Male,18,33,0.9,42,33,39,2,No,At Risk
HIS1897,Female,18,88,5.6,79,80,74,0,Yes,Excellent
HIS1898,Female,18,57,1.2,40,40,57,3,Yes,At Risk
HIS1899,Male,19,78,4.2,87,84,67,1,No,Good
HIS1900,Male,20,65,3.3,71,69,58,1,No,Average
HIS1901,Female,20,80,5.7,70,86,78,1,Yes,Good
HIS1902,Male,17,54,2.2,52,50,53,1,Yes,Poor
HIS1903,Male,17,61,3.9,56,75,72,1,Yes,Average
HIS1904,Male,22,70,3.9,56,56,50,0,No,Good
HIS1905,Male,21,77,4.6,80,84,86,0,Yes,Excellent
HIS1906,Male,17,67,4.9,58,61,74,1,Yes,Good
HIS1907,Male,21,78,4.4,89,81,76,0,No,Good
HIS1908,Male,18,90,5.6,81,74,88,1,No,Excellent
HIS1909,Female,19,80,4.3,84,77,87,0,Yes,Good
HIS1910,Female,17,57,2.6,47,44,47,2,No,At Risk
HIS1911,Female,23,62,1.2,41,57,54,1,Yes,Poor
HIS1912,Male,18,90,7.5,91,97,81,0,Yes,Excellent
HIS1913,Female,22,53,1.7,57,47,57,3,Yes,At Risk
HIS1914,Female,18,58,2.1,48,52,55,1,No,Poor
HIS1915,Male,23,81,6.0,76,74,69,0,Yes,Excellent
HIS1916,Female,20,39,0.9,34,41,47,3,Yes,At Risk
HIS1917,Female,23,97,5.5,95,91,91,0,No,Excellent
HIS1918,Female,19,77,5.7,73,87,66,1,No,Excellent
HIS1919,Female,18,92,5.0,95,92,97,0,Yes,Excellent
HIS1920,Female,18,87,5.7,97,90,92,0,No,Excellent
HIS1921,Male,19,53,1.2,41,42,32,4,No,At Risk
HIS1922,Female,22,68,3.7,60,75,71,0,No,Average
HIS1923,Male,21,62,2.2,65,65,63,1,Yes,Average
HIS1924,Female,23,56,2.2,54,57,55,2,Yes,Poor
HIS1925,Female,17,89,5.1,90,98,85,0,Yes,Excellent
HIS1926,Female,20,77,4.3,72,76,83,0,No,Excellent
HIS1927,Male,20,48,1.5,42,31,48,5,Yes,At Risk
HIS1928,Male,20,65,1.5,59,45,44,2,No,Poor
HIS1929,Male,23,78,4.9,72,74,65,2,No,Good
HIS1930,Male,17,84,4.4,89,72,85,1,No,Good
HIS1931,Male,17,51,1.6,48,50,40,3,Yes,At Risk
HIS1932,Female,19,78,5.2,81,70,89,1,No,Excellent
HIS1933,Female,21,50,1.2,39,45,30,2,Yes,At Risk
HIS1934,Female,21,62,1.6,57,53,55,2,No,Poor
HIS1935,Male,19,59,2.8,42,53,46,2,No,Poor
HIS1936,Male,17,61,2.1,62,66,60,2,Yes,Poor
HIS1937,Male,17,53,1.1,38,48,43,3,No,At Risk
HIS1938,Female,21,50,1.0,48,42,37,4,Yes,At Risk
HIS1939,Female,22,50,1.4,51,43,45,3,Yes,At Risk
HIS1940,Female,19,88,4.6,72,80,84,1,No,Excellent
HIS1941,Female,22,73,4.0,62,64,60,1,No,Average
HIS1942,Male,23,62,4.4,64,74,53,1,Yes,Good
HIS1943,Male,21,68,3.7,64,62,68,1,No,Average
HIS1944,Female,22,35,0.7,31,48,40,5,Yes,At Risk
HIS1945,Male,17,83,4.2,75,73,65,1,Yes,Good
HIS1946,Female,19,51,2.0,49,56,51,1,No,Poor
HIS1947,Female,19,75,4.4,59,59,51,0,Yes,Average
HIS1948,Male,22,43,1.8,42,32,34,3,Yes,At Risk
HIS1949,Female,21,63,2.4,58,61,73,1,No,Average
HIS1950,Female,23,42,0.8,48,40,50,5,Yes,At Risk
HIS1951,Female,20,91,7.8,93,96,97,0,Yes,Excellent
HIS1952,Female,18,57,1.2,47,57,57,2,Yes,At Risk
HIS1953,Female,18,88,4.3,74,71,72,0,No,Excellent
HIS1954,Female,21,73,2.6,58,55,59,0,No,Average
HIS1955,Male,18,50,1.1,60,50,44,3,No,At Risk
HIS1956,Female,18,100,6.3,94,87,94,0,Yes,Excellent
HIS1957,Female,20,61,2.5,72,66,51,0,Yes,Average
HIS1958,Male,21,60,1.4,50,45,46,1,Yes,Poor
HIS1959,Male,18,75,4.3,74,80,77,0,Yes,Good
HIS1960,Female,23,92,5.6,98,99,94,0,Yes,Excellent
HIS1961,Female,23,61,2.9,40,54,53,1,No,Average
HIS1962,Male,17,67,4.7,56,60,58,2,No,Average
HIS1963,Male,19,82,5.5,87,78,80,0,Yes,Excellent
HIS1964,Male,18,76,4.3,79,84,67,0,Yes,Excellent
HIS1965,Female,22,84,4.1,81,71,79,1,No,Good
HIS1966,Male,19,100,6.9,100,95,88,0,Yes,Excellent
HIS1967,Male,18,97,6.1,92,99,84,0,Yes,Excellent
HIS1968,Male,18,85,5.2,88,80,77,1,No,Excellent
HIS1969,Male,17,57,2.3,54,58,42,1,Yes,Poor
HIS1970,Male,20,88,6.6,86,92,91,0,Yes,Excellent
HIS1971,Female,22,100,5.9,86,92,99,0,No,Excellent
HIS1972,Female,20,65,3.8,58,70,53,0,Yes,Average
HIS1973,Male,18,67,2.7,69,60,55,0,No,Average
HIS1974,Male,22,97,5.5,95,93,98,0,Yes,Excellent
HIS1975,Female,21,36,0.8,39,39,39,5,Yes,At Risk
HIS1976,Female,21,48,1.9,30,38,44,2,Yes,At Risk
HIS1977,Male,20,61,1.1,50,46,54,2,No,Poor
HIS1978,Female,20,56,1.3,59,50,53,1,No,Poor
HIS1979,Male,20,60,2.6,45,51,58,1,Yes,Poor
HIS1980,Male,18,77,2.3,74,59,50,2,No,Average
HIS1981,Female,19,39,0.7,40,43,36,2,Yes,At Risk
HIS1982,Female,22,42,0.8,37,44,34,5,Yes,At Risk
HIS1983,Female,17,76,4.9,72,80,86,1,Yes,Excellent
HIS1984,Male,22,81,5.4,77,90,82,0,Yes,Excellent
HIS1985,Female,22,77,5.6,72,75,69,0,Yes,Good
HIS1986,Female,21,76,4.0,58,66,67,0,No,Good
HIS1987,Male,20,62,1.6,40,43,58,1,No,Poor
HIS1988,Female,20,69,4.3,55,56,75,1,Yes,Good
HIS1989,Female,22,45,0.9,40,46,40,5,No,At Risk
HIS1990,Male,22,63,3.8,59,61,59,2,Yes,Poor
HIS1991,Female,18,54,1.4,46,45,40,2,Yes,At Risk
HIS1992,Female,18,38,1.3,33,39,45,2,Yes,At Risk
HIS1993,Male,17,58,2.2,56,43,60,1,Yes,Poor
HIS1994,Female,18,88,4.8,70,75,87,0,Yes,Good
HIS1995,Male,19,85,4.4,82,76,68,0,No,Excellent
HIS1996,Male,20,83,4.5,86,77,82,0,No,Excellent
HIS1997,Female,18,35,1.5,48,49,31,2,No,At Risk
HIS1998,Male,18,63,2.9,47,45,57,1,No,Average
HIS1999,Female,18,63,2.8,42,56,50,3,Yes,Poor
HIS2000,Male,18,64,1.2,53,57,49,1,Yes,Poor
